FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),IP Radio Bursts,Decametric Type II Burst Start Time (UT) (HH:MM),Decametric Type II Burst End Time (UT) (HH:MM),Decametric type II burst frequency range (MHz),Radio Comments
FLARE0153,,,GOES,2023-09-21 12:42:00,,2023-09-21 12:54:00,,2023-09-21 13:02:00,,M8.7,,-22.0,7.0,,,1.0,,13435.0,2023-09-21 12:42:00,,2023-09-21 12:54:00,,2023-09-21 13:02:00,,2023-09-21 12:33:41,,2023-09-21 12:45:41,,2023-09-21 12:53:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230921.png,,,,
FLARE0154,,,STIX,,2023-10-31 20:09:59,,2023-10-31 20:50:35,,2023-10-31 21:27:11,,M6,,,-108.0,-12.0,,0.56,,,2023-10-31 20:13:39,,2023-10-31 20:54:15,,2023-10-31 21:30:51,,2023-10-31 20:05:20,,2023-10-31 20:45:56,,2023-10-31 21:22:32,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231031.png,,,,
FLARE0155,,,GOES/STIX,2023-11-28 19:35:00,2023-11-28 19:19:29,2023-11-28 19:50:00,2023-11-28 19:43:29,2023-11-28 20:09:00,2023-11-28 20:45:25,M9.8,M8,1.0,-16.0,1.0,-18.0,1.0,0.831,13500.0,2023-11-28 19:35:00,2023-11-28 19:20:54,2023-11-28 19:50:00,2023-11-28 19:44:54,2023-11-28 20:09:00,2023-11-28 20:46:50,2023-11-28 19:26:41,2023-11-28 19:12:35,2023-11-28 19:41:41,2023-11-28 19:36:35,2023-11-28 20:00:41,2023-11-28 20:38:31,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231128.png,,,,
FLARE0156,,,GOES/STIX,2023-12-08 22:57:00,2023-12-08 22:59:37,2023-12-08 23:07:00,2023-12-08 23:04:53,2023-12-08 23:14:00,2023-12-09 00:12:21,M5.4,M6,47.0,-21.0,52.0,-23.0,1.0,0.889,13511.0,2023-12-08 22:57:00,2023-12-08 23:00:33,2023-12-08 23:07:00,2023-12-08 23:05:49,2023-12-08 23:14:00,2023-12-09 00:13:17,2023-12-08 22:48:41,2023-12-08 22:52:14,2023-12-08 22:58:41,2023-12-08 22:57:30,2023-12-08 23:05:41,2023-12-09 00:04:58,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231208.png,,,,
FLARE0157,,,GOES/STIX,2023-12-14 07:11:00,2023-12-14 07:16:18,2023-12-14 07:44:00,2023-12-14 07:41:50,2023-12-14 08:00:00,2023-12-14 08:36:18,M5.8,M6,41.0,4.0,51.0,2.0,1.0,0.913,13514.0,2023-12-14 07:11:00,2023-12-14 07:17:02,2023-12-14 07:44:00,2023-12-14 07:42:34,2023-12-14 08:00:00,2023-12-14 08:37:02,2023-12-14 07:02:41,2023-12-14 07:08:43,2023-12-14 07:35:41,2023-12-14 07:34:15,2023-12-14 07:51:41,2023-12-14 08:28:43,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231214.png,,,,
FLARE0158,,,GOES/STIX,2023-12-14 16:47:00,2023-12-14 16:52:34,2023-12-14 17:02:00,2023-12-14 17:01:26,2023-12-14 17:12:00,2023-12-14 18:23:06,X2.8,X2,53.0,4.0,56.0,2.0,1.0,0.914,13514.0,2023-12-14 16:47:00,2023-12-14 16:53:17,2023-12-14 17:02:00,2023-12-14 17:02:09,2023-12-14 17:12:00,2023-12-14 18:23:49,2023-12-14 16:38:41,2023-12-14 16:44:58,2023-12-14 16:53:41,2023-12-14 16:53:50,2023-12-14 17:03:41,2023-12-14 18:15:30,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231214.png,17:00,17:08,25-180,RSTN
FLARE0159,,,GOES/STIX,2023-12-15 07:03:00,2023-12-15 07:06:14,2023-12-15 07:15:00,2023-12-15 07:12:42,2023-12-15 07:23:00,2023-12-15 08:28:34,M6.3,M7,61.0,3.0,66.0,2.0,1.0,0.916,13514.0,2023-12-15 07:03:00,2023-12-15 07:06:56,2023-12-15 07:15:00,2023-12-15 07:13:24,2023-12-15 07:23:00,2023-12-15 08:29:16,2023-12-15 06:54:41,2023-12-15 06:58:37,2023-12-15 07:06:41,2023-12-15 07:05:05,2023-12-15 07:14:41,2023-12-15 08:20:57,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231215.png,,,,
FLARE0160,,,GOES/STIX,2023-12-15 07:23:00,2023-12-15 07:06:14,2023-12-15 07:34:00,2023-12-15 07:28:54,2023-12-15 07:43:00,2023-12-15 08:28:34,M6.9,M7,63.0,3.0,71.0,1.0,1.0,0.916,13514.0,2023-12-15 07:23:00,2023-12-15 07:06:56,2023-12-15 07:34:00,2023-12-15 07:29:36,2023-12-15 07:43:00,2023-12-15 08:29:16,2023-12-15 07:14:41,2023-12-15 06:58:37,2023-12-15 07:25:41,2023-12-15 07:21:17,2023-12-15 07:34:41,2023-12-15 08:20:57,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231215.png,,,,
FLARE0161,,,STIX,,2023-12-21 05:18:58,,2023-12-21 05:32:14,,2023-12-21 06:38:22,,M5,,,75.0,-13.0,,0.935,,,2023-12-21 05:19:31,,2023-12-21 05:32:47,,2023-12-21 06:38:55,,2023-12-21 05:11:12,,2023-12-21 05:24:28,,2023-12-21 06:30:36,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231221.png,,,,
FLARE0162,CME0148,,STIX,,2023-12-31 21:37:55,,2023-12-31 21:52:35,,2023-12-31 23:04:47,,X6,,,-77.0,3.0,,0.953,,,2023-12-31 21:38:19,,2023-12-31 21:52:59,,2023-12-31 23:05:11,,2023-12-31 21:30:00,,2023-12-31 21:44:40,,2023-12-31 22:56:52,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20231231.png,,,,
FLARE0163,,,STIX,,2024-01-01 12:15:19,,2024-01-01 12:21:31,,2024-01-01 12:32:07,,M6,,,-67.0,3.0,,0.953,,,2024-01-01 12:15:43,,2024-01-01 12:21:55,,2024-01-01 12:32:31,,2024-01-01 12:07:24,,2024-01-01 12:13:36,,2024-01-01 12:24:12,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240101.png,,,,
FLARE0164,,,STIX,,2024-01-10 03:06:59,,2024-01-10 03:11:47,,2024-01-10 03:46:55,,M8,,,-104.0,-22.0,,0.952,,,2024-01-10 03:07:23,,2024-01-10 03:12:11,,2024-01-10 03:47:19,,2024-01-10 02:59:04,,2024-01-10 03:03:52,,2024-01-10 03:39:00,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240110.png,,,,
FLARE0165,,,STIX,,2024-01-10 05:18:55,,2024-01-10 05:39:39,,2024-01-10 06:13:27,,M6,,,-101.0,-22.0,,0.952,,,2024-01-10 05:19:19,,2024-01-10 05:40:03,,2024-01-10 06:13:51,,2024-01-10 05:11:00,,2024-01-10 05:31:44,,2024-01-10 06:05:32,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240110.png,,,,
FLARE0166,,,GOES/STIX,2024-01-22 21:14:00,2024-01-22 21:16:52,2024-01-22 21:21:00,2024-01-22 21:20:28,2024-01-22 21:32:00,2024-01-22 22:42:48,M3.4,M5,28.0,-16.0,32.0,-19.0,1.0,0.927,13561.0,2024-01-22 21:14:00,2024-01-22 21:17:29,2024-01-22 21:21:00,2024-01-22 21:21:05,2024-01-22 21:32:00,2024-01-22 22:43:25,2024-01-22 21:05:41,2024-01-22 21:09:10,2024-01-22 21:12:41,2024-01-22 21:12:46,2024-01-22 21:23:41,2024-01-22 22:35:06,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240122.png,,,,
FLARE0167,,,GOES/STIX,2024-01-23 03:09:00,2024-01-23 02:59:33,2024-01-23 03:31:00,2024-01-23 03:29:45,2024-01-23 03:38:00,2024-01-23 04:01:41,M5.1,M4,-19.0,29.0,-18.0,28.0,1.0,0.926,13559.0,2024-01-23 03:09:00,2024-01-23 03:00:10,2024-01-23 03:31:00,2024-01-23 03:30:22,2024-01-23 03:38:00,2024-01-23 04:02:18,2024-01-23 03:00:41,2024-01-23 02:51:51,2024-01-23 03:22:41,2024-01-23 03:22:03,2024-01-23 03:29:41,2024-01-23 03:53:59,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240123.png,,,,
FLARE0168,CME0150,,GOES/STIX,2024-01-29 03:54:00,2024-01-29 04:06:52,2024-01-29 04:38:00,2024-01-29 04:26:40,2024-01-29 05:15:00,2024-01-29 05:43:00,M6.8,M5,70.0,25.0,65.0,25.0,1.0,0.904,13559.0,2024-01-29 03:54:00,2024-01-29 04:07:40,2024-01-29 04:38:00,2024-01-29 04:27:28,2024-01-29 05:15:00,2024-01-29 05:43:48,2024-01-29 03:45:41,2024-01-29 03:59:21,2024-01-29 04:29:41,2024-01-29 04:19:09,2024-01-29 05:06:41,2024-01-29 05:35:29,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240129.png,04:07,04:54,25-180,RSTN
FLARE0169,,,STIX,,2024-02-02 12:57:47,,2024-02-02 13:26:11,,2024-02-02 13:58:08,,X2,,,-111.0,-21.0,,0.884,,,2024-02-02 12:58:45,,2024-02-02 13:27:09,,2024-02-02 13:59:06,,2024-02-02 12:50:26,,2024-02-02 13:18:50,,2024-02-02 13:50:47,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240202.png,,,,
FLARE0170,CME0152,,GOES,2024-02-07 03:04:00,,2024-02-07 03:31:00,,2024-02-07 04:11:00,,M5.1,,78.0,-40.0,,,1.0,,13575.0,2024-02-07 03:04:00,,2024-02-07 03:31:00,,2024-02-07 04:11:00,,2024-02-07 02:55:41,,2024-02-07 03:22:41,,2024-02-07 04:02:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240207.png,,,,
FLARE0171,CME0153,,GOES,2024-02-09 12:53:00,,2024-02-09 13:14:00,,2024-02-09 13:32:00,,X3.3,,85.0,-37.0,,,1.0,,13575.0,2024-02-09 12:53:00,,2024-02-09 13:14:00,,2024-02-09 13:32:00,,2024-02-09 12:44:41,,2024-02-09 13:05:41,,2024-02-09 13:23:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240209.png,,,,
FLARE0172,,,GOES/STIX,2024-02-10 22:56:00,2024-02-10 22:55:32,2024-02-10 23:07:00,2024-02-10 23:04:40,2024-02-10 23:14:00,2024-02-10 23:37:32,M9.0,M8,12.0,-10.0,14.0,-13.0,1.0,0.835,13576.0,2024-02-10 22:56:00,2024-02-10 22:56:55,2024-02-10 23:07:00,2024-02-10 23:06:03,2024-02-10 23:14:00,2024-02-10 23:38:55,2024-02-10 22:47:41,2024-02-10 22:48:36,2024-02-10 22:58:41,2024-02-10 22:57:44,2024-02-10 23:05:41,2024-02-10 23:30:36,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240210.png,23:05,23:23,25-180,RSTN
FLARE0173,,,GOES/STIX,2024-02-12 03:23:00,2024-02-12 03:22:44,2024-02-12 03:48:00,2024-02-12 03:45:44,2024-02-12 03:53:00,2024-02-12 04:35:52,M6.5,M6,26.0,-17.0,29.0,-15.0,1.0,0.827,13576.0,2024-02-12 03:23:00,2024-02-12 03:24:11,2024-02-12 03:48:00,2024-02-12 03:47:11,2024-02-12 03:53:00,2024-02-12 04:37:19,2024-02-12 03:14:41,2024-02-12 03:15:52,2024-02-12 03:39:41,2024-02-12 03:38:52,2024-02-12 03:44:41,2024-02-12 04:29:00,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240212.png,,,,
FLARE0174,,,GOES,2024-02-16 06:42:00,,2024-02-16 06:53:00,,2024-02-16 06:58:00,,X2.5,,80.0,-16.0,,,1.0,,13576.0,2024-02-16 06:42:00,,2024-02-16 06:53:00,,2024-02-16 06:58:00,,2024-02-16 06:33:41,,2024-02-16 06:44:41,,2024-02-16 06:49:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240216.png,06:53,07:13,25-180,RSTN
FLARE0175,,,GOES/STIX,2024-02-21 22:52:00,2024-02-21 22:52:32,2024-02-21 23:07:00,2024-02-21 23:03:44,2024-02-21 23:14:00,2024-02-21 23:53:20,X1.8,X2,-39.0,17.0,-39.0,17.0,1.0,0.75,13590.0,2024-02-21 22:52:00,2024-02-21 22:54:37,2024-02-21 23:07:00,2024-02-21 23:05:49,2024-02-21 23:14:00,2024-02-21 23:55:25,2024-02-21 22:43:41,2024-02-21 22:46:18,2024-02-21 22:58:41,2024-02-21 22:57:30,2024-02-21 23:05:41,2024-02-21 23:47:06,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240221.png,,,,
FLARE0176,,,GOES/STIX,2024-02-22 06:17:00,2024-02-22 06:20:28,2024-02-22 06:32:00,2024-02-22 06:30:00,2024-02-22 06:40:00,2024-02-22 07:51:52,X1.7,X2,-35.0,16.0,-35.0,17.0,1.0,0.747,13590.0,2024-02-22 06:17:00,2024-02-22 06:22:35,2024-02-22 06:32:00,2024-02-22 06:32:07,2024-02-22 06:40:00,2024-02-22 07:53:59,2024-02-22 06:08:41,2024-02-22 06:14:16,2024-02-22 06:23:41,2024-02-22 06:23:48,2024-02-22 06:31:41,2024-02-22 07:45:40,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240222.png,,,,
FLARE0177,,,GOES/STIX,2024-02-24 06:17:00,2024-02-22 06:25:12,2024-02-24 06:32:00,2024-02-22 06:27:20,2024-02-24 06:40:00,2024-02-22 06:28:20,X1.7,X1,-35.0,16.0,-35.0,17.0,1.0,0.747,13590.0,2024-02-24 06:17:00,2024-02-22 06:27:19,2024-02-24 06:32:00,2024-02-22 06:29:27,2024-02-24 06:40:00,2024-02-22 06:30:27,2024-02-24 06:08:41,2024-02-22 06:19:00,2024-02-24 06:23:41,2024-02-22 06:21:08,2024-02-24 06:31:41,2024-02-22 06:22:08,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240222.png,,,,
FLARE0178,,,GOES/STIX,2024-02-22 20:29:00,2024-02-22 20:27:16,2024-02-22 20:46:00,2024-02-22 20:42:12,2024-02-22 21:03:00,2024-02-22 21:20:48,M4.8,M6,-29.0,18.0,-29.0,17.0,1.0,0.742,13590.0,2024-02-22 20:29:00,2024-02-22 20:29:25,2024-02-22 20:46:00,2024-02-22 20:44:21,2024-02-22 21:03:00,2024-02-22 21:22:57,2024-02-22 20:20:41,2024-02-22 20:21:06,2024-02-22 20:37:41,2024-02-22 20:36:02,2024-02-22 20:54:41,2024-02-22 21:14:38,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240222.png,,,,
FLARE0179,,,GOES/STIX,2024-02-22 22:08:00,2024-02-22 22:09:36,2024-02-22 22:34:00,2024-02-22 22:30:28,2024-02-22 22:43:00,2024-02-22 23:31:40,X6.3,X10,-27.0,17.0,-26.0,17.0,1.0,0.741,13590.0,2024-02-22 22:08:00,2024-02-22 22:11:46,2024-02-22 22:34:00,2024-02-22 22:32:38,2024-02-22 22:43:00,2024-02-22 23:33:50,2024-02-22 21:59:41,2024-02-22 22:03:27,2024-02-22 22:25:41,2024-02-22 22:24:19,2024-02-22 22:34:41,2024-02-22 23:25:31,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240222.png,,,,
FLARE0180,,,GOES/STIX,2024-02-24 06:21:00,2024-02-24 06:03:08,2024-02-24 06:34:00,2024-02-24 06:30:12,2024-02-24 06:44:00,2024-02-24 07:04:20,M4.5,M7,,,-9.0,18.0,1.0,0.729,13590.0,2024-02-24 06:21:00,2024-02-24 06:05:24,2024-02-24 06:34:00,2024-02-24 06:32:28,2024-02-24 06:44:00,2024-02-24 07:06:36,2024-02-24 06:12:41,2024-02-24 05:57:05,2024-02-24 06:25:41,2024-02-24 06:24:09,2024-02-24 06:35:41,2024-02-24 06:58:17,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240224.png,,,,
FLARE0181,,,GOES/STIX,2024-03-10 12:00:00,2024-03-10 11:59:46,2024-03-10 12:13:00,2024-03-10 12:08:54,2024-03-10 12:20:00,2024-03-10 13:04:14,M7.4,M8,38.0,-13.0,39.0,-14.0,1.0,0.561,13599.0,2024-03-10 12:00:00,2024-03-10 12:03:26,2024-03-10 12:13:00,2024-03-10 12:12:34,2024-03-10 12:20:00,2024-03-10 13:07:54,2024-03-10 11:51:41,2024-03-10 11:55:07,2024-03-10 12:04:41,2024-03-10 12:04:15,2024-03-10 12:11:41,2024-03-10 12:59:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240310.png,12:08,12:34,25-180,RSTN
FLARE0182,,,GOES/STIX,2024-03-18 19:02:00,2024-03-18 18:47:44,2024-03-18 19:19:00,2024-03-18 19:12:44,2024-03-18 19:28:00,2024-03-18 20:19:28,M6.7,M5,-70.0,-11.0,-72.0,-11.0,1.0,0.451,13615.0,2024-03-18 19:02:00,2024-03-18 18:52:18,2024-03-18 19:19:00,2024-03-18 19:17:18,2024-03-18 19:28:00,2024-03-18 20:24:02,2024-03-18 18:53:41,2024-03-18 18:43:59,2024-03-18 19:10:41,2024-03-18 19:08:59,2024-03-18 19:19:41,2024-03-18 20:15:43,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240318.png,,,,
FLARE0183,,,GOES/STIX,2024-03-20 07:23:00,2024-03-20 06:56:28,2024-03-20 07:36:00,2024-03-20 07:29:48,2024-03-20 07:47:00,2024-03-20 08:28:08,M7.4,M6,-51.0,-10.0,-49.0,-11.0,1.0,0.43,13615.0,2024-03-20 07:23:00,2024-03-20 07:01:13,2024-03-20 07:36:00,2024-03-20 07:34:33,2024-03-20 07:47:00,2024-03-20 08:32:53,2024-03-20 07:14:41,2024-03-20 06:52:54,2024-03-20 07:27:41,2024-03-20 07:26:14,2024-03-20 07:38:41,2024-03-20 08:24:34,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240320.png,,,,
FLARE0184,CME0166,,GOES/STIX,2024-03-23 00:58:00,2024-03-23 00:59:49,2024-03-23 01:33:00,2024-03-23 01:24:17,2024-03-23 02:21:00,2024-03-23 02:35:53,X1.1,M4,-8.0,27.0,-15.0,-15.0,1.0,0.386,13614.0,2024-03-23 00:58:00,2024-03-23 01:04:56,2024-03-23 01:33:00,2024-03-23 01:29:24,2024-03-23 02:21:00,2024-03-23 02:41:00,2024-03-23 00:49:41,2024-03-23 00:56:37,2024-03-23 01:24:41,2024-03-23 01:21:05,2024-03-23 02:12:41,2024-03-23 02:32:41,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240323.png,01:09,01:12,25-180,RSTN
FLARE0185,,,GOES/STIX,2024-03-23 13:51:00,2024-03-23 13:55:53,2024-03-23 14:02:00,2024-03-23 13:57:05,2024-03-23 14:15:00,2024-03-23 13:58:17,M5.3,M3,-6.0,-14.0,-6.0,-15.0,1.0,0.386,13615.0,2024-03-23 13:51:00,2024-03-23 14:01:00,2024-03-23 14:02:00,2024-03-23 14:02:12,2024-03-23 14:15:00,2024-03-23 14:03:24,2024-03-23 13:42:41,2024-03-23 13:52:41,2024-03-23 13:53:41,2024-03-23 13:53:53,2024-03-23 14:06:41,2024-03-23 13:55:05,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240323.png,,,,
FLARE0186,,,GOES/STIX,2024-03-28 06:16:00,2024-03-28 06:12:37,2024-03-28 06:29:00,2024-03-28 06:23:13,2024-03-28 06:36:00,2024-03-28 07:14:37,M7.1,M5,55.0,-16.0,52.0,-15.0,1.0,0.331,13615.0,2024-03-28 06:16:00,2024-03-28 06:18:11,2024-03-28 06:29:00,2024-03-28 06:28:47,2024-03-28 06:36:00,2024-03-28 07:20:11,2024-03-28 06:07:41,2024-03-28 06:09:52,2024-03-28 06:20:41,2024-03-28 06:20:28,2024-03-28 06:27:41,2024-03-28 07:11:52,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240328.png,,,,
FLARE0187,,,GOES/STIX,2024-03-28 15:40:00,2024-03-28 15:48:57,2024-03-28 15:56:00,2024-03-28 15:50:49,2024-03-28 16:03:00,2024-03-28 15:53:33,M6.1,M5,58.0,-13.0,56.0,-15.0,1.0,0.327,13615.0,2024-03-28 15:40:00,2024-03-28 15:54:33,2024-03-28 15:56:00,2024-03-28 15:56:25,2024-03-28 16:03:00,2024-03-28 15:59:09,2024-03-28 15:31:41,2024-03-28 15:46:14,2024-03-28 15:47:41,2024-03-28 15:48:06,2024-03-28 15:54:41,2024-03-28 15:50:50,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240328.png,,,,
FLARE0188,,,GOES/STIX,2024-03-28 20:29:00,2024-03-28 20:28:33,2024-03-28 20:56:00,2024-03-28 20:38:01,2024-03-28 21:01:00,2024-03-28 21:56:33,X1.1,M9,61.0,-14.0,59.0,-16.0,1.0,0.325,13615.0,2024-03-28 20:29:00,2024-03-28 20:34:10,2024-03-28 20:56:00,2024-03-28 20:43:38,2024-03-28 21:01:00,2024-03-28 22:02:10,2024-03-28 20:20:41,2024-03-28 20:25:51,2024-03-28 20:47:41,2024-03-28 20:35:19,2024-03-28 20:52:41,2024-03-28 21:53:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240328.png,,,,
FLARE0189,,,GOES/STIX,2024-03-30 21:01:00,2024-03-30 21:02:09,2024-03-30 21:16:00,2024-03-30 21:09:41,2024-03-30 22:15:00,2024-03-30 22:33:57,M9.4,M8,88.0,-12.0,91.0,-12.0,1.0,0.308,13515.0,2024-03-30 21:01:00,2024-03-30 21:07:55,2024-03-30 21:16:00,2024-03-30 21:15:27,2024-03-30 22:15:00,2024-03-30 22:39:43,2024-03-30 20:52:41,2024-03-30 20:59:36,2024-03-30 21:07:41,2024-03-30 21:07:08,2024-03-30 22:06:41,2024-03-30 22:31:24,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240330.png,,,,
FLARE0190,,,GOES,2024-04-11 16:52:00,,2024-04-11 17:06:00,,2024-04-11 17:11:00,,M5.4,,-88.0,13.0,,,1.0,,,2024-04-11 16:52:00,,2024-04-11 17:06:00,,2024-04-11 17:11:00,,2024-04-11 16:43:41,,2024-04-11 16:57:41,,2024-04-11 17:02:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240411.png,,,,
FLARE0191,,,GOES,2024-04-30 23:23:00,,2024-04-30 23:46:00,,2024-04-30 23:58:00,,M9.5,,63.0,-5.0,,,1.0,,13654.0,2024-04-30 23:23:00,,2024-04-30 23:46:00,,2024-04-30 23:58:00,,2024-04-30 23:14:41,,2024-04-30 23:37:41,,2024-04-30 23:49:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240430.png,,,,
FLARE0192,,,GOES,2024-05-03 02:11:00,,2024-05-03 02:22:00,,2024-05-03 02:27:00,,X1.6,,-7.0,25.0,,,1.0,,13663.0,2024-05-03 02:11:00,,2024-05-03 02:22:00,,2024-05-03 02:27:00,,2024-05-03 02:02:41,,2024-05-03 02:13:41,,2024-05-03 02:18:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240503.png,02:20,02:22,76-180,RSTN
FLARE0193,,,GOES,2024-05-04 06:02:00,,2024-05-04 06:19:00,,2024-05-04 06:30:00,,M9.1,,8.0,26.0,,,1.0,,13663.0,2024-05-04 06:02:00,,2024-05-04 06:19:00,,2024-05-04 06:30:00,,2024-05-04 05:53:41,,2024-05-04 06:10:41,,2024-05-04 06:21:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240504.png,06:25,06:34,25-61,RSTN
FLARE0194,,,GOES,2024-05-04 23:28:00,,2024-05-04 23:48:00,,2024-05-04 23:55:00,,M9.0,,10.0,26.0,,,1.0,,13663.0,2024-05-04 23:28:00,,2024-05-04 23:48:00,,2024-05-04 23:55:00,,2024-05-04 23:19:41,,2024-05-04 23:39:41,,2024-05-04 23:46:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240504.png,,,,
FLARE0195,,,GOES,2024-05-05 01:15:00,,2024-05-05 01:27:00,,2024-05-05 01:43:00,,M8.4,,10.0,26.0,,,1.0,,13663.0,2024-05-05 01:15:00,,2024-05-05 01:27:00,,2024-05-05 01:43:00,,2024-05-05 01:06:41,,2024-05-05 01:18:41,,2024-05-05 01:34:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240505.png,,,,
FLARE0196,,,GOES,2024-05-05 05:47:00,,2024-05-05 06:01:00,,2024-05-05 06:07:00,,X1.3,,10.0,26.0,,,1.0,,13663.0,2024-05-05 05:47:00,,2024-05-05 06:01:00,,2024-05-05 06:07:00,,2024-05-05 05:38:41,,2024-05-05 05:52:41,,2024-05-05 05:58:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240505.png,,,,
FLARE0197,,,GOES,2024-05-05 09:53:00,,2024-05-05 10:00:00,,2024-05-05 10:19:00,,M7.4,,21.0,26.0,,,1.0,,13663.0,2024-05-05 09:53:00,,2024-05-05 10:00:00,,2024-05-05 10:19:00,,2024-05-05 09:44:41,,2024-05-05 09:51:41,,2024-05-05 10:10:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240505.png,,,,
FLARE0198,,,GOES,2024-05-05 11:41:00,,2024-05-05 11:54:00,,2024-05-05 12:16:00,,X1.2,,22.0,26.0,,,1.0,,13663.0,2024-05-05 11:41:00,,2024-05-05 11:54:00,,2024-05-05 12:16:00,,2024-05-05 11:32:41,,2024-05-05 11:45:41,,2024-05-05 12:07:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240505.png,,,,
FLARE0199,,,GOES,2024-05-06 05:38:00,,2024-05-06 06:35:00,,2024-05-06 06:47:00,,X4.5,,32.0,24.0,,,1.0,,13663.0,2024-05-06 05:38:00,,2024-05-06 06:35:00,,2024-05-06 06:47:00,,2024-05-06 05:29:41,,2024-05-06 06:26:41,,2024-05-06 06:38:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240506.png,,,,
