FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),IP Radio Bursts,Decametric Type II Burst Start Time (UT) (HH:MM),Decametric Type II Burst End Time (UT) (HH:MM),Decametric type II burst frequency range (MHz),Radio Comments
FLARE0314,,,STIX,,2024-08-23 13:28:35,,2024-08-23 13:30:23,,2024-08-23 13:39:15,,M9,,,156.0,-22.0,,0.714,,,2024-08-23 13:30:58,,2024-08-23 13:32:46,,2024-08-23 13:41:38,,2024-08-23 13:22:39,,2024-08-23 13:24:27,,2024-08-23 13:33:19,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png,,,,
FLARE0315,,,GOES,2024-08-23 20:08:00,,2024-08-23 20:12:00,,2024-08-23 20:18:00,,M5.1,,-22.0,-25.0,,,1.0,,13800.0,2024-08-23 20:08:00,,2024-08-23 20:12:00,,2024-08-23 20:18:00,,2024-08-23 19:59:41,,2024-08-23 20:03:41,,2024-08-23 20:09:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png,,,,
FLARE0316,,,STIX,,2024-08-23 22:31:43,,2024-08-23 22:39:07,,2024-08-24 00:09:35,,M5,,,159.0,-21.0,,0.71,,,2024-08-23 22:34:08,,2024-08-23 22:41:32,,2024-08-24 00:12:00,,2024-08-23 22:25:49,,2024-08-23 22:33:13,,2024-08-24 00:03:41,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png,,,,
FLARE0317,,,STIX,,2024-08-24 17:40:27,,2024-08-24 17:57:07,,2024-08-24 18:14:23,,M5,,,-161.0,-6.0,,0.702,,,2024-08-24 17:42:56,,2024-08-24 17:59:36,,2024-08-24 18:16:52,,2024-08-24 17:34:37,,2024-08-24 17:51:17,,2024-08-24 18:08:33,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240824.png,,,,
FLARE0318,CME0212,,GOES,2024-09-01 11:41:00,,2024-09-01 13:22:00,,2024-09-01 14:36:00,,M5.5,,-86.0,-21.0,,,1.0,,13813.0,2024-09-01 11:41:00,,2024-09-01 13:22:00,,2024-09-01 14:36:00,,2024-09-01 11:32:41,,2024-09-01 13:13:41,,2024-09-01 14:27:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240901.png,,,,
FLARE0319,CME0213,,STIX,,2024-09-03 07:34:16,,2024-09-03 07:55:36,,2024-09-03 09:02:12,,X3,,,154.0,-15.0,,0.597,,,2024-09-03 07:37:38,,2024-09-03 07:58:58,,2024-09-03 09:05:34,,2024-09-03 07:29:19,,2024-09-03 07:50:39,,2024-09-03 08:57:15,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240903.png,,,,
FLARE0320,,,STIX,,2024-09-05 03:55:56,,2024-09-05 04:07:56,,2024-09-05 05:14:40,,M7,,,-178.0,-16.0,,0.574,,,2024-09-05 03:59:29,,2024-09-05 04:11:29,,2024-09-05 05:18:13,,2024-09-05 03:51:10,,2024-09-05 04:03:10,,2024-09-05 05:09:54,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240905.png,,,,
FLARE0321,CME0214,,STIX,,2024-09-05 06:20:52,,2024-09-05 06:35:16,,2024-09-05 07:45:04,,X2,,,-179.0,-15.0,,0.573,,,2024-09-05 06:24:26,,2024-09-05 06:38:50,,2024-09-05 07:48:38,,2024-09-05 06:16:07,,2024-09-05 06:30:31,,2024-09-05 07:40:19,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240905.png,,,,
FLARE0322,CME0215,,STIX,,2024-09-09 04:43:08,,2024-09-09 05:07:44,,2024-09-09 06:12:56,,X4,,,-125.0,-16.0,,0.523,,,2024-09-09 04:47:07,,2024-09-09 05:11:43,,2024-09-09 06:16:55,,2024-09-09 04:38:48,,2024-09-09 05:03:24,,2024-09-09 06:08:36,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240909.png,05:10,05:29,25-180,RSTN
FLARE0323,,,GOES/STIX,2024-09-11 23:49:00,2024-09-11 23:51:48,2024-09-12 00:12:00,2024-09-12 00:07:04,2024-09-12 00:32:00,2024-09-12 01:11:12,M5.0,M2,78.0,-12.0,86.0,-16.0,1.0,0.485,13811.0,2024-09-11 23:49:00,2024-09-11 23:56:05,2024-09-12 00:12:00,2024-09-12 00:11:21,2024-09-12 00:32:00,2024-09-12 01:15:29,2024-09-11 23:40:41,2024-09-11 23:47:46,2024-09-12 00:03:41,2024-09-12 00:03:02,2024-09-12 00:23:41,2024-09-12 01:07:10,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240911.png,,,,
FLARE0324,,,GOES/STIX,2024-09-12 09:31:00,2024-09-12 09:27:36,2024-09-12 09:43:00,2024-09-12 09:37:24,2024-09-12 09:51:00,2024-09-12 10:42:00,X1.3,X1,-87.0,-16.0,-90.0,-17.0,1.0,0.48,13824.0,2024-09-12 09:31:00,2024-09-12 09:31:56,2024-09-12 09:43:00,2024-09-12 09:41:44,2024-09-12 09:51:00,2024-09-12 10:46:20,2024-09-12 09:22:41,2024-09-12 09:23:37,2024-09-12 09:34:41,2024-09-12 09:33:25,2024-09-12 09:42:41,2024-09-12 10:38:01,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240912.png,,,,
FLARE0325,,,GOES/STIX,2024-09-12 14:31:00,2024-09-12 14:17:36,2024-09-12 14:43:00,2024-09-12 14:38:28,2024-09-12 14:47:00,2024-09-12 15:41:20,M6.8,M7,84.0,-15.0,87.0,-15.0,1.0,0.477,13811.0,2024-09-12 14:31:00,2024-09-12 14:21:57,2024-09-12 14:43:00,2024-09-12 14:42:49,2024-09-12 14:47:00,2024-09-12 15:45:41,2024-09-12 14:22:41,2024-09-12 14:13:38,2024-09-12 14:34:41,2024-09-12 14:34:30,2024-09-12 14:38:41,2024-09-12 15:37:22,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240912.png,,,,
FLARE0326,,,GOES,2024-09-13 06:38:00,,2024-09-13 06:56:00,,2024-09-13 07:34:00,,M5.4,,88.0,-12.0,,,1.0,,13811.0,2024-09-13 06:38:00,,2024-09-13 06:56:00,,2024-09-13 07:34:00,,2024-09-13 06:29:41,,2024-09-13 06:47:41,,2024-09-13 07:25:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240913.png,,,,
FLARE0327,CME0216,,GOES,2024-09-14 15:13:00,,2024-09-14 15:29:00,,2024-09-14 15:47:00,,X4.5,,-56.0,-15.0,,,1.0,,13825.0,2024-09-14 15:13:00,,2024-09-14 15:29:00,,2024-09-14 15:47:00,,2024-09-14 15:04:41,,2024-09-14 15:20:41,,2024-09-14 15:38:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240914.png,,,,
FLARE0328,,,GOES/STIX,2024-09-30 23:37:00,2024-09-30 23:35:22,2024-09-30 23:59:00,2024-09-30 23:49:58,2024-10-01 00:23:00,2024-10-01 00:47:10,M7.6,M4,-30.0,-18.0,-21.0,-19.0,1.0,0.293,13842.0,2024-09-30 23:37:00,2024-09-30 23:41:15,2024-09-30 23:59:00,2024-09-30 23:55:51,2024-10-01 00:23:00,2024-10-01 00:53:03,2024-09-30 23:28:41,2024-09-30 23:32:56,2024-09-30 23:50:41,2024-09-30 23:47:32,2024-10-01 00:14:41,2024-10-01 00:44:44,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240930.png,,,,
FLARE0329,,,GOES/STIX,2024-10-01 21:58:00,2024-10-01 21:55:42,2024-10-01 22:20:00,2024-10-01 22:11:34,2024-10-01 22:29:00,2024-10-01 22:42:59,X7.1,X3,-17.0,-16.0,-14.0,-16.0,1.0,0.294,13842.0,2024-10-01 21:58:00,2024-10-01 22:01:35,2024-10-01 22:20:00,2024-10-01 22:17:27,2024-10-01 22:29:00,2024-10-01 22:48:52,2024-10-01 21:49:41,2024-10-01 21:53:16,2024-10-01 22:11:41,2024-10-01 22:09:08,2024-10-01 22:20:41,2024-10-01 22:40:33,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241001.png,22:17,22:37,25-180,RSTN
FLARE0330,,,GOES/STIX,2024-10-03 12:08:00,2024-10-03 12:04:29,2024-10-03 12:18:00,2024-10-03 12:12:37,2024-10-03 12:27:00,2024-10-03 13:15:41,X9.0,X3,3.0,-15.0,5.0,-17.0,1.0,0.299,13842.0,2024-10-03 12:08:00,2024-10-03 12:10:19,2024-10-03 12:18:00,2024-10-03 12:18:27,2024-10-03 12:27:00,2024-10-03 13:21:31,2024-10-03 11:59:41,2024-10-03 12:02:00,2024-10-03 12:09:41,2024-10-03 12:10:08,2024-10-03 12:18:41,2024-10-03 13:13:12,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241003.png,12:18,12:43,25-180,RSTN
FLARE0331,,,GOES,2024-10-03 20:09:00,,2024-10-03 20:28:00,,2024-10-03 20:40:00,,M6.7,,47.0,-9.0,,,1.0,,13843.0,2024-10-03 20:09:00,,2024-10-03 20:28:00,,2024-10-03 20:40:00,,2024-10-03 20:00:41,,2024-10-03 20:19:41,,2024-10-03 20:31:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241003.png,20:12,20:18,25-180,RSTN
FLARE0332,,,GOES,2024-10-07 19:02:00,,2024-10-07 19:13:00,,2024-10-07 19:31:00,,X2.1,,63.0,-19.0,,,1.0,,13842.0,2024-10-07 19:02:00,,2024-10-07 19:13:00,,2024-10-07 19:31:00,,2024-10-07 18:53:41,,2024-10-07 19:04:41,,2024-10-07 19:22:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241007.png,,,,
FLARE0333,,,GOES,2024-10-07 20:03:00,,2024-10-07 20:59:00,,2024-10-07 21:27:00,,X1.0,,87.0,-16.0,,,1.0,,,2024-10-07 20:03:00,,2024-10-07 20:59:00,,2024-10-07 21:27:00,,2024-10-07 19:54:41,,2024-10-07 20:50:41,,2024-10-07 21:18:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241007.png,,,,
FLARE0334,CME0221,,GOES/STIX,2024-10-09 01:25:00,2024-10-09 01:19:47,2024-10-09 01:56:00,2024-10-09 01:35:23,2024-10-09 02:43:00,2024-10-09 02:47:23,X1.8,M3,8.0,13.0,14.0,9.0,1.0,0.346,13848.0,2024-10-09 01:25:00,2024-10-09 01:25:14,2024-10-09 01:56:00,2024-10-09 01:40:50,2024-10-09 02:43:00,2024-10-09 02:52:50,2024-10-09 01:16:41,2024-10-09 01:16:55,2024-10-09 01:47:41,2024-10-09 01:32:31,2024-10-09 02:34:41,2024-10-09 02:44:31,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png,01:44,01:59,25-180,RSTN
FLARE0335,,,GOES,2024-10-09 15:44:00,,2024-10-09 15:47:00,,2024-10-09 15:53:00,,X1.4,,87.0,-12.0,,,1.0,,13842.0,2024-10-09 15:44:00,,2024-10-09 15:47:00,,2024-10-09 15:53:00,,2024-10-09 15:35:41,,2024-10-09 15:38:41,,2024-10-09 15:44:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png,,,,
FLARE0336,,,GOES,2024-10-09 22:59:00,,2024-10-09 23:12:00,,2024-10-09 23:21:00,,M7.7,,87.0,-17.0,,,1.0,,13842.0,2024-10-09 22:59:00,,2024-10-09 23:12:00,,2024-10-09 23:21:00,,2024-10-09 22:50:41,,2024-10-09 23:03:41,,2024-10-09 23:12:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png,,,,
FLARE0337,,,GOES,2024-10-19 06:48:00,,2024-10-19 06:56:00,,2024-10-19 07:03:00,,M6.5,,82.0,-3.0,,,1.0,,13854.0,2024-10-19 06:48:00,,2024-10-19 06:56:00,,2024-10-19 07:03:00,,2024-10-19 06:39:41,,2024-10-19 06:47:41,,2024-10-19 06:54:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241019.png,,,,
FLARE0338,CME0222,,GOES/STIX,2024-10-24 03:30:00,2024-10-24 03:34:44,2024-10-24 03:57:00,2024-10-24 03:47:20,2024-10-24 04:28:00,2024-10-24 04:58:12,X3.3,X2,-86.0,-5.0,-76.0,-21.0,1.0,0.545,13869.0,2024-10-24 03:30:00,2024-10-24 03:38:32,2024-10-24 03:57:00,2024-10-24 03:51:08,2024-10-24 04:28:00,2024-10-24 05:02:00,2024-10-24 03:21:41,2024-10-24 03:30:13,2024-10-24 03:48:41,2024-10-24 03:42:49,2024-10-24 04:19:41,2024-10-24 04:53:41,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241024.png,03:46,03:51,41-91,RSTN
FLARE0339,CME0223,,GOES/STIX,2024-10-26 05:57:00,2024-10-26 06:05:48,2024-10-26 06:23:00,2024-10-26 06:15:40,2024-10-26 06:32:00,2024-10-26 06:26:52,M9.5,M7,-56.0,-11.0,-57.0,-13.0,1.0,0.571,13873.0,2024-10-26 05:57:00,2024-10-26 06:09:23,2024-10-26 06:23:00,2024-10-26 06:19:15,2024-10-26 06:32:00,2024-10-26 06:30:27,2024-10-26 05:48:41,2024-10-26 06:01:04,2024-10-26 06:14:41,2024-10-26 06:10:56,2024-10-26 06:23:41,2024-10-26 06:22:08,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241026.png,,,,
FLARE0340,CME0223,,GOES/STIX,2024-10-26 06:32:00,2024-10-26 06:31:00,2024-10-26 07:19:00,2024-10-26 07:01:28,2024-10-26 07:56:00,2024-10-26 08:02:52,X1.8,X1,-62.0,-16.0,-61.0,-17.0,1.0,0.572,13873.0,2024-10-26 06:32:00,2024-10-26 06:34:34,2024-10-26 07:19:00,2024-10-26 07:05:02,2024-10-26 07:56:00,2024-10-26 08:06:26,2024-10-26 06:23:41,2024-10-26 06:26:15,2024-10-26 07:10:41,2024-10-26 06:56:43,2024-10-26 07:47:41,2024-10-26 07:58:07,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241026.png,,,,
FLARE0341,,,GOES/STIX,2024-10-30 20:29:00,2024-10-30 20:44:10,2024-10-30 20:53:00,2024-10-30 20:46:26,2024-10-30 21:14:00,2024-10-30 20:48:38,M7.2,M6,-41.0,16.0,-42.0,17.0,1.0,0.626,13878.0,2024-10-30 20:29:00,2024-10-30 20:47:17,2024-10-30 20:53:00,2024-10-30 20:49:33,2024-10-30 21:14:00,2024-10-30 20:51:45,2024-10-30 20:20:41,2024-10-30 20:38:58,2024-10-30 20:44:41,2024-10-30 20:41:14,2024-10-30 21:05:41,2024-10-30 20:43:26,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241030.png,,,,
FLARE0342,,,GOES/STIX,2024-10-31 21:12:00,2024-10-31 21:03:30,2024-10-31 21:20:00,2024-10-31 21:16:22,2024-10-31 21:27:00,2024-10-31 22:20:34,X2.0,X2,-24.0,18.0,-28.0,16.0,1.0,0.638,13878.0,2024-10-31 21:12:00,2024-10-31 21:06:31,2024-10-31 21:20:00,2024-10-31 21:19:23,2024-10-31 21:27:00,2024-10-31 22:23:35,2024-10-31 21:03:41,2024-10-31 20:58:12,2024-10-31 21:11:41,2024-10-31 21:11:04,2024-10-31 21:18:41,2024-10-31 22:15:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241031.png,,,,
FLARE0343,,,GOES/STIX,2024-11-04 15:38:00,2024-11-04 15:32:57,2024-11-04 15:41:00,2024-11-04 15:35:13,2024-11-04 15:45:00,2024-11-04 15:39:53,M5.5,M6,-38.0,-6.0,-38.0,-7.0,1.0,0.679,13883.0,2024-11-04 15:38:00,2024-11-04 15:35:38,2024-11-04 15:41:00,2024-11-04 15:37:54,2024-11-04 15:45:00,2024-11-04 15:42:34,2024-11-04 15:29:41,2024-11-04 15:27:19,2024-11-04 15:32:41,2024-11-04 15:29:35,2024-11-04 15:36:41,2024-11-04 15:34:15,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241104.png,,,,
FLARE0344,,,GOES/STIX,2024-11-06 08:48:00,2024-11-06 08:45:25,2024-11-06 08:50:00,2024-11-06 08:47:09,2024-11-06 08:54:00,2024-11-06 08:53:05,M5.8,M7,59.0,15.0,61.0,17.0,1.0,0.697,13887.0,2024-11-06 08:48:00,2024-11-06 08:47:57,2024-11-06 08:50:00,2024-11-06 08:49:41,2024-11-06 08:54:00,2024-11-06 08:55:37,2024-11-06 08:39:41,2024-11-06 08:39:38,2024-11-06 08:41:41,2024-11-06 08:41:22,2024-11-06 08:45:41,2024-11-06 08:47:18,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png,,,,
FLARE0345,,,GOES/STIX,2024-11-06 13:24:00,2024-11-06 13:28:17,2024-11-06 13:40:00,2024-11-06 13:37:57,2024-11-06 13:46:00,2024-11-06 14:54:09,X2.3,X2,-14.0,-8.0,-14.0,-8.0,1.0,0.699,13883.0,2024-11-06 13:24:00,2024-11-06 13:30:48,2024-11-06 13:40:00,2024-11-06 13:40:28,2024-11-06 13:46:00,2024-11-06 14:56:40,2024-11-06 13:15:41,2024-11-06 13:22:29,2024-11-06 13:31:41,2024-11-06 13:32:09,2024-11-06 13:37:41,2024-11-06 14:48:21,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png,13:50,13:56,58-134,RSTN
FLARE0346,,,GOES,2024-11-06 14:27:00,,2024-11-06 14:38:00,,2024-11-06 14:45:00,,M5.3,,-89.0,-9.0,,,1.0,,13889.0,2024-11-06 14:27:00,,2024-11-06 14:38:00,,2024-11-06 14:45:00,,2024-11-06 14:18:41,,2024-11-06 14:29:41,,2024-11-06 14:36:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png,,,,
FLARE0347,,,GOES/STIX,2024-11-10 11:51:00,2024-11-10 11:53:53,2024-11-10 12:06:00,2024-11-10 12:03:29,2024-11-10 12:14:00,2024-11-10 13:00:53,M9.4,M9,-26.0,-8.0,-26.0,-9.0,1.0,0.737,13889.0,2024-11-10 11:51:00,2024-11-10 11:56:05,2024-11-10 12:06:00,2024-11-10 12:05:41,2024-11-10 12:14:00,2024-11-10 13:03:05,2024-11-10 11:42:41,2024-11-10 11:47:46,2024-11-10 11:57:41,2024-11-10 11:57:22,2024-11-10 12:05:41,2024-11-10 12:54:46,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241110.png,12:07,12:31,25-180,RSTN
FLARE0348,,,GOES/STIX,2024-11-10 20:09:00,2024-11-10 20:12:53,2024-11-10 20:21:00,2024-11-10 20:18:09,2024-11-10 20:34:00,2024-11-10 20:43:53,M4.9,M6,-30.0,-12.0,-34.0,-11.0,1.0,0.74,13889.0,2024-11-10 20:09:00,2024-11-10 20:15:03,2024-11-10 20:21:00,2024-11-10 20:20:19,2024-11-10 20:34:00,2024-11-10 20:46:03,2024-11-10 20:00:41,2024-11-10 20:06:44,2024-11-10 20:12:41,2024-11-10 20:12:00,2024-11-10 20:25:41,2024-11-10 20:37:44,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241110.png,,,,
FLARE0349,,,GOES/STIX,2024-11-25 07:24:00,2024-11-25 07:28:25,2024-11-25 07:42:00,2024-11-25 07:38:09,2024-11-25 08:03:00,2024-11-25 08:47:01,M9.4,X1,-89.0,20.0,-90.0,19.0,1.0,0.85,,2024-11-25 07:24:00,2024-11-25 07:29:40,2024-11-25 07:42:00,2024-11-25 07:39:24,2024-11-25 08:03:00,2024-11-25 08:48:16,2024-11-25 07:15:41,2024-11-25 07:21:21,2024-11-25 07:33:41,2024-11-25 07:31:05,2024-11-25 07:54:41,2024-11-25 08:39:57,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241125.png,,,,
FLARE0350,,,GOES/STIX,2024-12-08 08:50:00,2024-12-08 08:20:03,2024-12-08 09:06:00,2024-12-08 09:04:47,2024-12-08 09:10:00,2024-12-08 09:34:31,X2.2,X2,54.0,-8.0,56.0,-10.0,1.0,0.915,13912.0,2024-12-08 08:50:00,2024-12-08 08:20:46,2024-12-08 09:06:00,2024-12-08 09:05:30,2024-12-08 09:10:00,2024-12-08 09:35:14,2024-12-08 08:41:41,2024-12-08 08:12:27,2024-12-08 08:57:41,2024-12-08 08:57:11,2024-12-08 09:01:41,2024-12-08 09:26:55,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241208.png,09:06,09:22,25-180,RSTN
FLARE0351,,,GOES/STIX,2024-12-10 06:22:00,2024-12-10 06:11:25,2024-12-10 06:31:00,2024-12-10 06:47:37,2024-12-10 06:36:00,2024-12-10 07:29:21,M6.5,M7,-76.0,-16.0,-75.0,-18.0,1.0,0.921,13922.0,2024-12-10 06:22:00,2024-12-10 06:12:05,2024-12-10 06:31:00,2024-12-10 06:48:17,2024-12-10 06:36:00,2024-12-10 07:30:01,2024-12-10 06:13:41,2024-12-10 06:03:46,2024-12-10 06:22:41,2024-12-10 06:39:58,2024-12-10 06:27:41,2024-12-10 07:21:42,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241210.png,,,,
FLARE0352,,,GOES,2024-12-11 15:32:00,,2024-12-11 15:49:00,,2024-12-11 15:56:00,,M6.7,,89.0,-8.0,,,1.0,,13912.0,2024-12-11 15:32:00,,2024-12-11 15:49:00,,2024-12-11 15:56:00,,2024-12-11 15:23:41,,2024-12-11 15:40:41,,2024-12-11 15:47:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241211.png,,,,
FLARE0353,,,STIX,,2024-12-15 20:21:06,,2024-12-15 20:23:30,,2024-12-15 20:39:38,,M5,,,45.0,20.0,,0.937,,,2024-12-15 20:21:38,,2024-12-15 20:24:02,,2024-12-15 20:40:10,,2024-12-15 20:13:19,,2024-12-15 20:15:43,,2024-12-15 20:31:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241215.png,,,,
FLARE0354,,,GOES/STIX,2024-12-19 15:27:00,2024-12-19 15:32:58,2024-12-19 15:34:00,2024-12-19 15:34:10,2024-12-19 15:39:00,2024-12-19 15:36:34,M3.8,M7,-81.0,-14.0,-80.0,-16.0,1.0,0.945,13928.0,2024-12-19 15:27:00,2024-12-19 15:33:26,2024-12-19 15:34:00,2024-12-19 15:34:38,2024-12-19 15:39:00,2024-12-19 15:37:02,2024-12-19 15:18:41,2024-12-19 15:25:07,2024-12-19 15:25:41,2024-12-19 15:26:19,2024-12-19 15:30:41,2024-12-19 15:28:43,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241219.png,,,,
FLARE0355,,,GOES/STIX,2024-12-20 11:15:00,2024-12-20 11:16:18,2024-12-20 11:18:00,2024-12-20 11:18:22,2024-12-20 11:22:00,2024-12-20 11:31:30,M2.5,M6,-68.0,-14.0,-68.0,-17.0,1.0,0.947,13928.0,2024-12-20 11:15:00,2024-12-20 11:16:45,2024-12-20 11:18:00,2024-12-20 11:18:49,2024-12-20 11:22:00,2024-12-20 11:31:57,2024-12-20 11:06:41,2024-12-20 11:08:26,2024-12-20 11:09:41,2024-12-20 11:10:30,2024-12-20 11:13:41,2024-12-20 11:23:38,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241220.png,,,,
FLARE0356,,,STIX,,2024-12-21 19:38:34,,2024-12-21 19:42:22,,2024-12-21 19:46:58,,M7,,,-92.0,22.0,,0.949,,,2024-12-21 19:39:00,,2024-12-21 19:42:48,,2024-12-21 19:47:24,,2024-12-21 19:30:41,,2024-12-21 19:34:29,,2024-12-21 19:39:05,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241221.png,,,,
FLARE0357,,,GOES/STIX,2024-12-23 11:06:00,2024-12-23 11:06:54,2024-12-23 11:12:00,2024-12-23 11:11:02,2024-12-23 11:16:00,2024-12-23 11:18:46,M8.9,X1,-30.0,-18.0,-30.0,-20.0,1.0,0.951,13932.0,2024-12-23 11:06:00,2024-12-23 11:07:19,2024-12-23 11:12:00,2024-12-23 11:11:27,2024-12-23 11:16:00,2024-12-23 11:19:11,2024-12-23 10:57:41,2024-12-23 10:59:00,2024-12-23 11:03:41,2024-12-23 11:03:08,2024-12-23 11:07:41,2024-12-23 11:10:52,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png,11:11,11:30,49-180,RSTN
FLARE0358,,,STIX,,2024-12-23 23:32:10,,2024-12-24 00:18:30,,2024-12-24 00:29:02,,M6,,,-21.0,-18.0,,0.951,,,2024-12-23 23:32:35,,2024-12-24 00:18:55,,2024-12-24 00:29:27,,2024-12-23 23:24:16,,2024-12-24 00:10:36,,2024-12-24 00:21:08,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png,,,,
FLARE0359,,,GOES/STIX,2024-12-24 08:28:00,2024-12-24 08:28:50,2024-12-24 08:41:00,2024-12-24 08:40:30,2024-12-24 08:45:00,2024-12-24 08:55:14,M4.1,M6,-18.0,-19.0,-15.0,-18.0,1.0,0.952,13932.0,2024-12-24 08:28:00,2024-12-24 08:29:14,2024-12-24 08:41:00,2024-12-24 08:40:54,2024-12-24 08:45:00,2024-12-24 08:55:38,2024-12-24 08:19:41,2024-12-24 08:20:55,2024-12-24 08:32:41,2024-12-24 08:32:35,2024-12-24 08:36:41,2024-12-24 08:47:19,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241224.png,08:41,08:51,48-180,RSTN
FLARE0360,,,STIX,,2024-12-25 04:15:38,,2024-12-25 04:48:50,,2024-12-25 05:45:18,,M6,,,-5.0,-20.0,,0.952,,,2024-12-25 04:16:02,,2024-12-25 04:49:14,,2024-12-25 05:45:42,,2024-12-25 04:07:43,,2024-12-25 04:40:55,,2024-12-25 05:37:23,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241225.png,,,,
